Station_name,Available_bikes,Empty_slots,Longitude,Latitude,Count_4SQUARE_POI
Marie-Anne / de la Roche,17,2,-73.5762870311737,45.527550507601894,50
St-Dominique / Rachel,14,16,-73.581566,45.518593,50
7e avenue / St-Joseph Rosemont,7,20,-73.56936693191528,45.54710817336986,31
Jean Langlois / Fullum,3,26,-73.54575277422555,45.526499983000186,31
Bibliothèque de Verdun (Brown / Bannantyne),11,4,-73.57785612344742,45.44826204820947,0
LaSalle / Crawford,7,7,-73.58253550531117,45.43791516514076,0
McNamara / St-Martin O,10,8,-73.72351884841918,45.57120355585774,11
Natatorium (LaSalle / Rolland),10,16,-73.57542979723802,45.4443505862464,0
Mairie d'arrondissement LaSalle (Dupras / Jeannette),5,10,-73.66280972957611,45.429166968311485,6
Parc Chopin (Dumouchel / Tessier),5,14,-73.7370860205192,45.570726609302966,11
Pierre-Péladeau / du Centropolis,17,6,-73.74370649456978,45.56251175219665,20
Jeanne-Mance / St-Martin O,7,15,-73.7480603903532,45.557421482389636,20
Argyle / de Verdun,14,9,-73.57191503047943,45.45301583620112,12
St-Jacques / Vinet,9,4,-73.57692271471024,45.485328993998365,50
St-Charles / Thomas-Keefer,10,12,-73.573775,45.477605,33
de Chenonceau / Chomedey,11,12,-73.75448,45.56157,22
St-Joseph / 8e avenue Lachine,15,12,-73.67110446095467,45.431518914135125,10
Lionel-Groulx / George-Vanier,12,9,-73.57352435588837,45.486346321757786,50
8e avenue / Notre-Dame Lachine,5,14,-73.67079868912697,45.43498715540587,13
Beatty / de Verdun,5,16,-73.5725748538971,45.450729976972944,9
Duvernay / Charlevoix,11,7,-73.57487618923187,45.4820980397155,49
Mayfield / St-Martin O,2,17,-73.75822663307189,45.553017541248565,21
Gloria / Dollard,6,9,-73.633883446455,45.42971096449354,20
Bel Air / St-Antoine,7,15,-73.58367975812143,45.4824297233159,50
4e avenue / de Verdun,11,2,-73.57260704040527,45.4568844514464,22
41e avenue / Victoria,3,12,-73.70242863893507,45.44053238705948,2
de l'Église / Bannantyne,12,0,-73.57587933540344,45.4632535358533,28
Regina / de Verdun,22,1,-73.570769,45.467369,19
Turgeon / Notre-Dame,17,2,-73.58198940753937,45.47888852807208,48
Métro Place St-Henri (St-Ferdinand / St-Jacques),11,15,-73.58732163906097,45.47729315148685,41
Jacques-Le Ber / de la Pointe Nord,13,13,-73.5398056358099,45.47259900304475,5
Métro Lasalle (de Rushbrooke / Caisse),19,3,-73.56542240828276,45.47069642604657,15
Métro de l'Église (Ross / de l'Église),2,14,-73.56592163443565,45.462846046287325,24
Métro Verdun (Willibrord / de Verdun),20,5,-73.57209205627441,45.459487694540734,25
Rose-de-Lima / Workman,7,15,-73.58099363744259,45.48026417718717,50
Panet / Ste-Catherine,1,26,-73.5548883676529,45.51999897796297,50
Ste-Claire / Pierre-Tétreault,8,11,-73.52441847324371,45.60191332161639,11
Parc Félix-Leclerc (François-Boivin / St-Zotique),10,5,-73.56275528669356,45.5914549914687,15
Desjardins / Ontario,17,1,-73.54087114334106,45.55118417872238,41
Montcalm / Ontario,17,9,-73.56231406331062,45.52111152278944,50
Métro Lionel-Groulx (St-Jacques / Atwater),1,31,-73.57975836854166,45.48295816149219,50
5e avenue / Bannantyne,14,0,-73.57614,45.456365,17
Letourneux / Ste-Catherine,16,3,-73.53409996037954,45.55078357889704,32
de Grosbois / Duchesneau,4,9,-73.5312415660519,45.611230741550536,8
Métro Joliette  (Joliette / Hochelaga),5,12,-73.5515570640564,45.54690718297082,22
Métro Préfontaine (Moreau / Hochelaga),23,7,-73.5542231798172,45.541374968866094,22
Peel / Notre-Dame,0,46,-73.56329441070557,45.49544692088696,50
Letourneux / Hochelaga,10,4,-73.54660302400589,45.55465888075087,16
Ontario / Sicard,14,8,-73.53744059801102,45.55626186680846,24
Argyle / Bannantyne,11,4,-73.5767751932144,45.453318765468914,9
Ontario / Viau,17,2,-73.535496,45.5594818,17
Souligny / Desmarteau,4,10,-73.51611837744713,45.60444089974122,8
Parc Lalancette (de Rouen / Valois),18,4,-73.5471260547638,45.54814504700217,33
Métro Pie-IX (Pierre-de-Coubertin / Desjardins),5,27,-73.55137467384337,45.554373399819674,14
Montcalm / de Maisonneuve,0,17,-73.55788965214742,45.519131967116216,50
Métro Beaudry (Beaudry / Ste-Catherine),0,21,-73.55593845248222,45.51888453178292,50
des Ormeaux / Notre-Dame,1,22,-73.51226069033146,45.59926552299961,9
Ste-Catherine / Dezery,15,2,-73.54099988937377,45.53938508196168,22
Métro Assomption (Chauveau / de l'Assomption),20,2,-73.548081,45.569789,13
André-Laurendeau / Rachel,5,16,-73.56256484985352,45.54303187243879,12
Métro Cadillac (Cadillac / Sherbrooke),2,16,-73.54647415224463,45.57683333463968,14
du Parc-Lafontaine / Rachel,1,18,-73.57424452900887,45.52551168509886,50
St-Germain / Hochelaga,11,3,-73.5534825682771,45.543652466151,20
Métro Langelier (Langelier / Sherbrooke),7,11,-73.54247644543648,45.58284663189181,14
Pierre-de-Coubertin / Langelier,7,11,-73.5353136062622,45.580314546424674,10
Atateken / du Square Amherst,20,9,-73.56390595436096,45.52063377251984,50
St-Grégoire / Christophe-Colomb,18,2,-73.59011113643646,45.53259744983328,33
de Léry / Sherbrooke,5,17,-73.55826258659361,45.54099971663243,17
Du Quesne / de Marseille,16,5,-73.54123055934906,45.575812361972055,16
St-André / Ontario,0,19,-73.56353,45.51889,50
Valois / Ste-Catherine,21,1,-73.53725016117096,45.54522973039872,34
Alexandre-DeSève / Ste-Catherine,0,17,-73.55386108160019,45.52123044585842,50
Bibliothèque et Complexe aquatique Rosemont (8e avenue / Rosemont),2,13,-73.58207792043686,45.55151193681962,31
Nicolet / Sherbrooke,4,18,-73.55464696884155,45.54969542033443,19
Alexandre-DeSève  / Ontario,19,0,-73.56053441762924,45.52435882510794,50
Dézéry / Ontario,26,0,-73.54702949523926,45.54095791741757,25
Ste-Catherine / St-Clément,15,0,-73.53024959564209,45.55671730558936,14
de l'Église / de Verdun,17,0,-73.57156895217486,45.46300108733155,24
St-Jacques / St-Laurent,1,22,-73.55648696422577,45.50644464920572,50
Liébert / Hochelaga,5,18,-73.52352797985077,45.59587457490178,13
du Champ-de-Mars / Gosford,1,21,-73.55400860309601,45.50965520472071,50
St-Jacques / McGill,0,30,-73.56014415621758,45.50144108135568,50
de l'Hotel-de-Ville / Rachel,0,12,-73.58010649681091,45.51989655507833,50
Gagne / LaSalle,6,13,-73.601194024086,45.422451407155854,2
Notre-Dame / McGill,2,17,-73.5601931065321,45.50002580878596,50
Métro Honoré-Beaugrand (Sherbrooke / Honoré-Beaugrand),2,21,-73.53517949581145,45.5967964774917,10
des Récollets / McGill,2,21,-73.55900555849075,45.5008764952487,50
Métro Radisson (Sherbrooke / des Groseilliers),4,15,-73.53965610265732,45.58917500418707,12
City Councillors / du President-Kennedy,0,30,-73.57139065861702,45.50625103256782,50
William / St-Henri,0,14,-73.55725407600403,45.49891911390352,50
Bélanger / St-Denis,20,3,-73.61199,45.53696,50
Metcalfe / du Square-Dorchester,0,30,-73.57110500335693,45.50022226680107,50
Marché Jean-Talon (Henri-Julien / Jean-Talon),3,19,-73.6148879583925,45.53678525128436,50
St-Nicolas / Place d'Youville,0,23,-73.55515256524086,45.501966859101564,50
Molson / Beaubien,12,11,-73.59115451574326,45.54968589617967,28
d'Orléans / Masson,15,4,-73.569847,45.557192,14
Union / Ste-Catherine,0,34,-73.56970220804214,45.504027213143104,50
Louis-Hébert / Beaubien,3,14,-73.592010140419,45.5481863712796,29
du President-Kennedy / Union,0,23,-73.57187882065773,45.505102242483595,50
de Grenoble / de Cassis,8,11,-73.70492711663245,45.57889719514108,6
Darling / Sherbrooke,9,13,-73.55673909187317,45.54545514686953,16
5e avenue / Masson,22,2,-73.57513636350632,45.54752382909683,30
10e avenue / Masson,16,9,-73.57373356819151,45.55037651450808,27
St-Alexandre / Ste-Catherine,1,24,-73.5674786567688,45.50527354034462,50
Métro Bonaventure (de la Gauchetière / de la Cathédrale),0,28,-73.56725603342056,45.49831217703312,50
Grand Boulevard / Sherbrooke,18,0,-73.62355081379064,45.46670033299904,21
Langelier / Marie-Victorin,8,4,-73.6118745803833,45.61451982045293,10
Benny / Sherbrooke,17,1,-73.62659722566605,45.4648769981855,16
Park Row O / Sherbrooke,12,3,-73.63407254219055,45.46072936353252,10
Lucien L'Allier / St-Jacques,3,19,-73.56848180294037,45.493514106710734,50
Aylmer / Ste-Catherine,0,39,-73.56894850730896,45.50434678685089,50
Grand Boulevard / de Terrebonne,21,10,-73.63165721297264,45.470535000953966,18
des Jockeys / Décarie,4,15,-73.65449488162994,45.49404432109336,16
Lacombe / Victoria,11,7,-73.62913727760315,45.49048314001669,35
Parc Georges St-Pierre (Oxford / Upper Lachine),7,11,-73.60943913459778,45.46887995929811,26
Métro Côte-Ste-Catherine (Beaucourt / de la Côte-Ste-Catherine),12,11,-73.633649,45.491513,27
Marcil / Sherbrooke,21,0,-73.613924,45.471743,35
Boyer / Beaubien,3,24,-73.602026,45.537041,50
Grey / Sherbrooke,6,8,-73.60617488622665,45.47629426230192,25
Boyer / St-Zotique,7,11,-73.60556,45.53848,50
Workman / Vinet,3,20,-73.5750612616539,45.483788863965174,50
Parc Howard (de l'Épée / de Liège),8,6,-73.64188581705093,45.53318929909303,25
Wilderton  / Van Horne,19,2,-73.6247518658638,45.51014162409143,5
de Monkland / Girouard,18,5,-73.6214379966259,45.47710675189806,32
Métro Villa-Maria (de Monkland / Décarie),7,18,-73.61959934234618,45.4789683985657,35
de la Côte St-Antoine / Royal,11,5,-73.6198702454567,45.468926984877434,25
Métro Vendôme (de Marlowe / de Maisonneuve),22,7,-73.60473453998564,45.47393028235147,25
Marquette / des Carrières,5,22,-73.58870029449461,45.53879934493943,39
d'Outremont / Ogilvy,16,3,-73.62672328948975,45.52687028194893,36
Parc Loyola (Somerled / Doherty),10,9,-73.64477455615997,45.45976107571447,8
Faillon / St-Denis,20,0,-73.62026989459991,45.53989085278141,50
de Kent / de la Côte-des-Neiges,17,20,-73.63305062055588,45.50144933057703,26
Métro Acadie (de l'Acadie / Beaumont),8,3,-73.62344294786453,45.52357479400008,26
des Récollets / Martial,11,5,-73.64061713218689,45.59089190991344,8
Earnscliffe / Queen-Mary,17,4,-73.63037377595901,45.481845071377414,28
Leman / de Chateaubriand,14,1,-73.63105237483978,45.54721107501036,29
Parc des Hirondelles (Fleury / André-Jobin),5,12,-73.646759390831,45.5762948651025,18
de Melrose / Sherbrooke,6,11,-73.61735232174397,45.46991202213883,29
Métro de Castelnau (de Castelnau / St-Laurent),2,20,-73.61962348222733,45.53570881624427,50
Métro Snowdon (de Westbury / Queen-Mary),3,19,-73.62816195935011,45.48542414888848,23
Parc Sauvé (Balzac / de Bayonne),5,9,-73.63610029220581,45.59836857189897,7
de St-Firmin / Fleury,8,14,-73.6517858505249,45.57062472207837,14
Jacques-Casault / Christophe-Colomb,15,4,-73.630103,45.552123,14
Marquette / Fleury,5,9,-73.65378744900227,45.56735205736566,15
Parc Joseph-Robin (18e avenue / Everett),6,12,-73.59580412507057,45.56481129244175,23
Everett / Garnier,12,2,-73.61220851540565,45.54758153109644,40
8e avenue / Everett,6,9,-73.60154539346695,45.55776151418004,28
Francis / Fleury,8,11,-73.6555677652359,45.56387237463668,16
Hamel / Sauvé,7,11,-73.6505614221096,45.56076192837154,12
Métro Jarry (Lajeunesse / Jarry),3,19,-73.62777203321457,45.54355974189168,40
Boyer / Everett,6,13,-73.61607524188003,45.54310243053054,50
Louis-Hébert / Bélanger,8,11,-73.59916493296623,45.55158518908433,37
Chambord / Fleury,12,2,-73.65832507610321,45.55982811984724,16
de Bordeaux / Jean-Talon,13,0,-73.60556602478027,45.54975479298636,31
Louis-Hémon / Jean-Talon,6,10,-73.60347837231528,45.5517742671765,33
Rousselot / Jarry,13,1,-73.62088680267334,45.55081979211847,19
Péloquin / Fleury,13,1,-73.6599015713,45.55702223161539,17
de Normanville / Villeray,3,16,-73.61815631389618,45.547172039327485,47
de la Roche / Everett,5,9,-73.614841,45.544867,50
du Rosaire / St-Hubert,11,11,-73.6215104162693,45.54481928225348,47
Métro Crémazie (Crémazie / Lajeunesse),5,9,-73.63842844963074,45.54640752148169,27
2e avenue / Jean-Rivard,5,17,-73.61656039953232,45.562509038048915,6
de Chateaubriand / Jarry,15,0,-73.62665355205536,45.545841561840085,36
Lajeunesse / Villeray,14,1,-73.62268656492233,45.54218173507584,50
Drolet / Jarry,3,15,-73.62994194030762,45.54195463236575,35
Lajeunesse / de Liège,5,9,-73.63490000367165,45.545580534390176,29
Basile-Routhier / Chabanel,15,3,-73.64765658974648,45.54986843142163,15
Émile-Journault / de Chateaubriand,14,3,-73.64063255488873,45.54983321292286,15
Ropery / Augustin-Cantin,21,2,-73.56863468885422,45.48097552629275,42
Ann / Wellington,14,1,-73.55676054954529,45.49449368327543,50
Richardson / Montmorency,23,7,-73.56032252311707,45.484966061164755,36
Dubois / Eadie,16,7,-73.59051011502743,45.45760820718457,23
Parc Ferland (Belleherbe / Albanel),7,7,-73.59529852867126,45.59573798024675,11
Crescent / René-Lévesque,12,19,-73.57334746981905,45.49600732302391,50
Parc Henri-Julien (Legendre / Henri-Julien),9,10,-73.6465984582901,45.5460355901214,23
6e avenue / Bélanger,8,9,-73.59615683555603,45.55456382820465,29
de la Côte St-Antoine / Argyle,4,15,-73.59572768211365,45.48624101696415,27
Victoria Hall,10,3,-73.6003303527832,45.48129146961133,24
Berri / Rachel,2,14,-73.57724860310555,45.52275023118295,50
Augustin-Cantin / Shearer,14,17,-73.56363236904144,45.48390169543355,39
Mackay / de Maisonneuve,6,32,-73.57913017272949,45.49682986230046,50
St-Mathieu / Sherbrooke,18,5,-73.58259558677672,45.49578910481176,50
Guy / Sainte-Catherine,2,28,-73.57777043248461,45.49497512853125,50
Notre-Dame-de-Grâce / Westmount,6,9,-73.61122308304402,45.48046706437983,23
des Pins / St-Laurent,0,22,-73.5750961303711,45.51522812881499,50
Hamilton / Jolicoeur,13,2,-73.59764268636354,45.45670282849069,19
Monk / Biencourt,14,1,-73.59602272510529,45.458663192410306,22
de Châteauguay / Ropery,17,3,-73.56629446148872,45.47930107352825,33
Ryde / Charlevoix,26,1,-73.5646007,45.4757434,15
Cypress / Peel,0,34,-73.57175691987322,45.49933033434456,50
Parc St-Henri (Laporte / Guay),14,1,-73.58590811491013,45.48013378575666,50
Peel / Ottawa,13,12,-73.55998456478119,45.49419955357054,50
Shearer / Centre,15,0,-73.56206325352105,45.4828250990486,30
Métro Monk (Allard / Beaulieu),9,10,-73.5939010977745,45.451030919298056,14
Mackay / Ste-Catherine,1,29,-73.57696294784546,45.49582294706495,50
St-Jacques / Guy,10,13,-73.57010722160338,45.491366875439965,50
Métro Angrignon (Lamont /  des Trinitaires),9,14,-73.60229507088661,45.44705915105563,9
Victoria / de Maisonneuve,4,11,-73.60016942024231,45.47742856483265,22
Stanley / René-Lévesque,0,37,-73.57077571808077,45.49790394592446,50
Plessis / Ontario,15,1,-73.56099039316177,45.52359493664824,50
Canning / Notre-Dame,12,9,-73.5702332854271,45.486318644010225,47
St-Antoine / Jean-Paul Riopelle,0,23,-73.56064036488532,45.502939709023714,50
Métro Beaubien (de Chateaubriand / Beaubien),4,23,-73.60363483428955,45.5353599615622,50
de l'Hôtel-de-Ville / Ste-Catherine,3,25,-73.56213569641113,45.51166045593874,50
Parc St-Paul (Le Caron / Marc-Sauvalle),22,0,-73.58412176370621,45.46174102134744,19
de Castelnau / Lajeunesse,8,11,-73.61650675535202,45.54043190217008,50
de la Côte St-Paul / St-Ambroise,11,13,-73.59391784324544,45.46766565386597,28
Fullum / Ste-Catherine,14,4,-73.54801654815674,45.52711644190572,37
Bourget / St-Jacques,13,6,-73.58351558446884,45.48067368593179,50
Métro Édouard-Montpetit (du Mont-Royal / Vincent-d'Indy),6,18,-73.6114051938057,45.510200304274754,3
St-Laurent / Pl. du Marché,0,26,-73.56241598725319,45.50928960913111,50
Charles-Daoust / 75e avenue,13,14,-73.74095320701599,45.54250587659489,21
Henri-Julien / de Castelnau,19,0,-73.6182153224945,45.53789110878484,50
Ste-Émilie / Sir-Georges-Etienne-Cartier,9,14,-73.5852724313736,45.472781067977614,38
de Mentana / Laurier,18,0,-73.58780443668365,45.5305193519952,50
Stinson / Montpellier,10,9,-73.6662483215332,45.51962176248447,1
Métro Sauvé (Berri / Sauvé),2,21,-73.65636706352234,45.55069206841976,23
Ste-Catherine / Towers,9,13,-73.58096480369566,45.49228068089086,50
St-Cyril / Wiseman,13,8,-73.61573964357376,45.52085479492202,28
McLynn / Plamondon,13,9,-73.6470128595829,45.48911308766352,14
Parc Champdoré (Champdoré / de Lille),12,3,-73.63642623429769,45.5692509593831,8
Ste-Croix / Tassé,7,15,-73.68516325950623,45.51953948301331,13
29e avenue / St-Zotique,7,7,-73.57968807220459,45.56776565172907,15
Beaubien / 8e avenue,9,3,-73.58784198760986,45.55345684597528,13
Harvard / de Monkland,10,9,-73.62403571605682,45.474565185029945,27
Hillside / Ste-Catherine,14,0,-73.59084337949753,45.48282602624293,42
Guizot / St-Laurent,14,5,-73.63450437784195,45.53968044327973,32
De Callières / d'Auvergne,13,10,-73.6690217256546,45.59342197869864,6
Melville / de Maisonneuve,7,6,-73.59537899494171,45.48184019359366,38
Union / René-Lévesque,1,30,-73.56658279895781,45.50235036136798,50
Jeanne-Mance / René-Lévesque,0,58,-73.5642009973526,45.5063713381299,50
Bloomfield / Ball,8,10,-73.6329460144043,45.52995941738481,28
Laforest / Dudemaine,16,7,-73.6872661113739,45.539806548176045,4
Sanguinet / de Maisonneuve,0,31,-73.56259435415267,45.51340553558378,50
St-Denis / Ste-Catherine,0,42,-73.5603104531765,45.51372291221464,50
Ste-Catherine / Sanguinet,0,46,-73.56124520301817,45.512936177874096,50
Notre-Dame-de-Grâce / Décarie,14,0,-73.61527817789465,45.477384955188235,34
St-Urbain / de la Gauchetière,0,40,-73.56139540672302,45.50707812811467,50
de Maisonneuve / Greene,6,11,-73.58929306,45.48697062,31
Drummond / Ste-Catherine,1,30,-73.57422709465027,45.49863930330429,50
Mansfield / Cathcart,0,27,-73.57050284743309,45.500989292488576,50
Ste-Catherine / Bishop,1,18,-73.5762146115303,45.49658063218649,50
Chomedey / de Maisonneuve,19,6,-73.58394473791122,45.491750449903954,50
Gilford / des Érables,15,0,-73.57534691691399,45.53728040418993,50
Fullum / Terrasse Mercure,18,1,-73.56593906879425,45.535541603465234,35
University / Prince-Arthur,0,47,-73.57864737510681,45.5074794530521,50
Gare Bois-de-Boulogne,21,1,-73.67716491222382,45.53972553109637,4
de Gaspé / Jarry,8,9,-73.63040059804916,45.540780049797995,33
Legrand / Cartier,5,8,-73.70748996734619,45.55233742797057,3
St-Dominique / Jean-Talon,3,28,-73.6175217570053,45.53520398241678,50
Chabot / Villeray,14,0,-73.61300647258759,45.552289376429215,18
Ouimet / Goineau,12,15,-73.68799567222595,45.57504823374693,9
Guizot / St-Denis,11,11,-73.63246187567711,45.543423548290185,32
Egan / Laurendeau,10,5,-73.58918591405198,45.45290792768395,12
Métro Plamondon (de Kent / Victoria),11,8,-73.63871866467889,45.494686752797904,21
St-Dominique / St-Viateur,6,25,-73.5982757806778,45.52655700191558,50
St-Charles / Grant,15,4,-73.508752,45.539824,16
Marquette / du Mont-Royal,20,2,-73.57543140649796,45.53221791147474,50
St-André / Ste-Catherine,0,26,-73.55801045894623,45.516297540849614,50
Métro du Collège (Cartier / Décarie),4,12,-73.6729645729065,45.50843904979172,21
Métro Côte-des-Neiges (Jean-Brillant / de la Côte-des-Neiges),27,3,-73.6222583055769,45.495537539518104,22
Monsabré / Boileau,15,4,-73.54152023792267,45.571796348222385,18
Notre-Dame / Guy,3,16,-73.56737405061722,45.48984195308291,50
Chabanel / Tolhurst,14,9,-73.65347027778625,45.540105018786974,26
Pratt / Bates,6,8,-73.62631559371948,45.51694782364431,10
Métro Georges-Vanier (St-Antoine / Canning),8,8,-73.57656,45.4891,50
Fullum / Ontario,11,3,-73.5548669,45.5303174,37
Louisbourg / O'Brien,20,3,-73.70393217686795,45.53039449604383,2
Métro Cartier,4,15,-73.68125259876251,45.56007440937141,9
Métro de la Savane (Décarie / de Sorel),4,14,-73.66171056035454,45.500251758943925,15
Alfred Laliberté / de Poutrincourt,16,1,-73.6945965886116,45.53308032414161,4
Clark / Fleury,18,1,-73.66522908210754,45.54758205939525,19
Métro Montmorency,7,14,-73.71942043304443,45.55814299291968,4
Ste-Catherine / St-Mathieu,20,9,-73.57917845249176,45.49384690142783,50
Tolhurst / Fleury,17,1,-73.66735741496086,45.54407915308118,17
St-Ambroise / Louis-Cyr,10,16,-73.58094334602356,45.47519326260791,45
Terminus Le Carrefour (Terry-Fox / Le Carrefour),7,14,-73.74687284231186,45.56842034638607,27
Métro Rosemont (de St-Vallier / Rosemont),3,18,-73.59804779291153,45.531921043052655,50
Mexico / Valois,15,12,-73.71925413608551,45.58470514858118,3
de Hampton / de Monkland,5,6,-73.6270022392273,45.47117930747152,23
2e avenue / Centrale,2,11,-73.59685689210892,45.43289463113104,3
Laird / Glencoe,10,5,-73.64230799681536,45.50619158460727,10
Parc Beaubien Outremont (Stuart / St-Viateur),3,12,-73.60827505588531,45.51596969492227,29
Parc St-Claude (8e rue / 7e avenue),10,8,-73.69167619946893,45.56223427759079,13
du Souvenir / Chomedey,2,13,-73.74444007873535,45.55188644388879,9
Maguire / St-Laurent,0,14,-73.5958108305931,45.52462848559264,50
Maisonneuve / Wood,16,3,-73.58807051185067,45.48819793805841,36
de la Côte-Ste-Catherine / Decelles,9,8,-73.62563699483871,45.50094101588506,26
Métro Jean-Talon (Berri / Jean-Talon),5,13,-73.6142510175705,45.53900036432657,50
Métro Sherbrooke (de Rigaud / Berri),1,26,-73.56800436973572,45.51814312154928,50
University / des Pins,0,35,-73.58002064942411,45.50817464963893,50
Christophe Colomb / Gilford,8,7,-73.58288526535034,45.52970275925261,50
Gilford / St-Denis,24,13,-73.585617095232,45.52500713558964,50
Notre-Dame / de la Montagne,6,20,-73.56481790542603,45.49302901258371,50
Milton / University,1,37,-73.57640504837036,45.50651983995355,50
Metcalfe / de Maisonneuve,0,27,-73.57434511184692,45.501804363327565,50
Marché Atwater,1,30,-73.57759863138199,45.48020822800015,38
Hutchison / Beaubien,6,19,-73.61296892166138,45.52605851018324,50
Drolet / Gounod,12,7,-73.62637460231781,45.54095134225734,44
de Gaspé / de Liège,13,9,-73.63634169101715,45.54248521237199,29
de l'Hotel-de-Ville / Ontario,0,27,-73.56666326522826,45.51374520222444,50
de Gaspé / Villeray,9,4,-73.62390697002411,45.53888723230076,50
Drummond / de Maisonneuve,0,46,-73.57602953910826,45.499515390738885,50
Parc Jean-Drapeau (Chemin Macdonald),0,35,-73.53200376033783,45.51252079509179,0
Hôpital Maisonneuve-Rosemont (Rosemont / Chatelain),14,24,-73.561562,45.575707,5
Bélanger / St-Laurent,5,18,-73.61472845077515,45.53313989048685,50
Marmier / St-Denis,15,12,-73.59845817089081,45.530757980151904,50
Robert-Bourassa / St-Maurice,2,21,-73.56055587530136,45.49837045828952,50
Métro Charlevoix (Centre / Charlevoix),26,0,-73.56931865215302,45.4785381897129,40
Ste-Famille / des Pins,2,8,-73.57640504837036,45.5125667269925,50
Parc Baldwin (Fullum / Sherbrooke),29,1,-73.56265068054199,45.53407048533949,36
Cartier / Marie-Anne,23,0,-73.57200437053734,45.53272890731339,47
Aylwin / Ontario,24,1,-73.54516267776489,45.544275457326385,27
Queen / Wellington,3,43,-73.55534970760345,45.49760527699099,50
Stationnement incitatif de Montarville (de Montarville),3,16,-73.44999354332685,45.6011635681891,2
Quai Yvon-Julien (Marie-Victorin / de Montarville),10,9,-73.45692034810781,45.606718042243784,3
Stationnement incitatif de Mortagne (Ampère),4,19,-73.44312071800232,45.57251733677832,9
St-Joseph Lachine / 21e avenue,5,14,-73.68354320526123,45.43352120253739,15
du Parc / François-Foucault,12,9,-73.66273999214172,45.605785392139126,3
90e Avenue / Boulevard Lévesque O,11,12,-73.74735295772552,45.53121456506295,8
Métro St-Laurent ( de Maisonneuve / St-Laurent),1,21,-73.56512099504471,45.51074821798916,50
de Maisonneuve / Mansfield (nord),9,10,-73.57333794236183,45.502386079583346,50
Pierre-de-Coubertin / Aird,1,15,-73.54830354452133,45.55903106539297,10
Porte de Québec / St-André,3,16,-73.55057805776596,45.51329411414168,50
Laurier / St-Denis,1,13,-73.58947947621346,45.52714838624861,50
Frontenac / Ste-Catherine,14,5,-73.54559183120728,45.53006276144042,14
Garnier / Villeray,15,4,-73.61605471489383,45.54948004519436,38
Belmont / Robert-Bourassa,0,27,-73.56588006019592,45.50138408104859,50
Louis-Hémon / Rosemont,17,2,-73.58810484409332,45.544500877623655,33
Wellington / Gordon,15,7,-73.56704950332642,45.46109386344247,24
Parc des Vétérans (des Vétérans / Broadway),6,5,-73.50819479674101,45.63147192165401,2
Parc de l'Hôtel-de-Ville (Ste-Julie / Laurendeau),11,6,-73.4948467835784,45.63068604376728,2
Wellington / 3e avenue,16,2,-73.56757521629333,45.45734622161475,23
Wellington / Hickson,14,11,-73.56674909591675,45.46493155172772,24
Parc de Montréal-Est (Notre-Dame / David),3,15,-73.50989364087582,45.61316323215739,0
Centre récréatif Édouard-Rivet (Notre-Dame / Lesage),6,7,-73.49952153861523,45.62846158049899,0
Mansfield / Ste-Catherine,0,22,-73.57165485620499,45.50140664031126,50
Lanaudière / Jean-Talon,4,9,-73.61032962799072,45.545350334193245,49
St-Dominique / de Bellechasse,7,23,-73.60488876700401,45.52952466565309,50
du Canal / McLaughlin,8,5,-73.6694884300232,45.42969214118378,9
Plessis / Logan,14,3,-73.55725058932876,45.5218942750191,50
de Maisonneuve / Mansfield SE,0,23,-73.5733064264059,45.50229349416256,50
Parc J.-Arthur-Champagne (de Chambly / du Mont-Royal),13,5,-73.561916,45.551584,12
Bloomfield / Bernard,25,0,-73.60775470733641,45.520338193708305,47
de Laprairie / Centre,14,0,-73.56577813625336,45.48059248038378,38
Clark / de l'Arcade,11,7,-73.60398352146149,45.527371996141,50
Parc Lacharité (Latour / Forget),3,15,-73.62338548639853,45.41773748108526,0
Sherbrooke / Jeanne-d'Arc,20,2,-73.55496388156098,45.55398156058887,8
de la Vérendrye / 75e avenue,9,10,-73.62966051438889,45.42070552680549,11
Milton / Clark,0,27,-73.5709663525995,45.512167777991905,50
Jogues / Allard,7,11,-73.60030621290207,45.450020323797766,14
Stanley / Sherbrooke,0,23,-73.57720971107483,45.50104945092413,50
Metcalfe / St-Catherine,0,34,-73.57245951890945,45.50083231626815,50
St-Zotique / Clark,3,11,-73.61270070075989,45.53143760098197,50
Prince-Arthur / du Parc,6,29,-73.5755842924118,45.51044465753362,50
Prince-Arthur / St-Urbain,19,8,-73.5737282037735,45.51262123436571,50
Métro Mont-Royal (Berri / Mont-Royal),2,36,-73.58220934867859,45.52501371261418,50
de Côme / Jean-Talon,10,5,-73.57783721439773,45.58830296569168,24
Boyer / St-Joseph,10,9,-73.5842552036047,45.52937645940547,50
Robert-Bourassa / René-Lévesque,1,30,-73.56825381517409,45.502182909901194,50
Aylmer / Sherbrooke,0,27,-73.57282698154448,45.50629456823703,50
du Parc-La Fontaine / Roy,0,19,-73.56916093829568,45.5232203879173,50
Coloniale / Duluth,0,15,-73.57842743396758,45.51786873150825,50
Casgrain / Maguire,4,11,-73.5957657695144,45.52621764749851,50
Robin / St-André,6,9,-73.56161856654579,45.51820643310249,50
Métro Fabre (Garnier / Jean-Talon),10,13,-73.60858295134676,45.54604633902673,48
Métro St-Laurent dépôt 2 (de Maisonneuve / St-Laurent),0,11,-73.56535434722899,45.51070968563815,50
