Station_name,Available_bikes,Longitude,Latitude
de Grosbois / Duchesneau,2,-73.5312415660519,45.611230741550536
Métro Joliette  (Joliette / Hochelaga),12,-73.5515570640564,45.54690718297082
Métro Préfontaine (Moreau / Hochelaga),10,-73.5542231798172,45.541374968866094
Peel / Notre-Dame,38,-73.56329441070557,45.49544692088696
Letourneux / Hochelaga,11,-73.54660302400589,45.55465888075087
Ontario / Sicard,5,-73.53744059801102,45.55626186680846
Argyle / Bannantyne,5,-73.5767751932144,45.453318765468914
Ontario / Viau,4,-73.535496,45.5594818
Souligny / Desmarteau,10,-73.51611837744713,45.60444089974122
Parc Lalancette (de Rouen / Valois),10,-73.5471260547638,45.54814504700217
Métro Pie-IX (Pierre-de-Coubertin / Desjardins),25,-73.55137467384337,45.554373399819674
Montcalm / de Maisonneuve,0,-73.55788965214742,45.519131967116216
Métro Beaudry (Beaudry / Ste-Catherine),8,-73.55593845248222,45.51888453178292
des Ormeaux / Notre-Dame,5,-73.51226069033146,45.59926552299961
Ste-Catherine / Dezery,8,-73.54099988937377,45.539385081961676
Métro Assomption (Chauveau / de l'Assomption),5,-73.548081,45.569789
André-Laurendeau / Rachel,13,-73.56256484985352,45.54303187243879
Métro Cadillac (Cadillac / Sherbrooke),6,-73.54647415224463,45.57683333463968
du Parc-Lafontaine / Rachel,8,-73.57424452900887,45.52551168509886
St-Germain / Hochelaga,11,-73.5534825682771,45.543652466151
Métro Langelier (Langelier / Sherbrooke),11,-73.54247644543648,45.58284663189181
Pierre-de-Coubertin / Langelier,8,-73.5353136062622,45.580314546424674
Atateken / du Square Amherst,15,-73.56390595436096,45.52063377251984
St-Grégoire / Christophe-Colomb,13,-73.59011113643646,45.53259744983328
de Léry / Sherbrooke,11,-73.55826258659361,45.54099971663243
Du Quesne / de Marseille,16,-73.54123055934906,45.575812361972055
St-André / Ontario,7,-73.56353,45.51889
Valois / Ste-Catherine,1,-73.53725016117096,45.54522973039872
Alexandre-DeSève / Ste-Catherine,2,-73.55386108160019,45.52123044585842
Bibliothèque et Complexe aquatique Rosemont (8e avenue / Rosemont),13,-73.58207792043686,45.55151193681962
Nicolet / Sherbrooke,12,-73.55464696884155,45.54969542033443
Alexandre-DeSève  / Ontario,3,-73.56053441762924,45.52435882510794
Dézéry / Ontario,4,-73.54702949523926,45.54095791741757
Ste-Catherine / St-Clément,6,-73.53024959564209,45.55671730558936
de l'Église / de Verdun,8,-73.57156895217486,45.46300108733155
St-Jacques / St-Laurent,7,-73.55648696422577,45.50644464920572
Liébert / Hochelaga,14,-73.52352797985077,45.59587457490178
du Champ-de-Mars / Gosford,7,-73.55400860309601,45.50965520472071
St-Jacques / McGill,1,-73.56014415621758,45.50144108135568
de l'Hotel-de-Ville / Rachel,5,-73.58010649681091,45.51989655507833
Gagne / LaSalle,11,-73.601194024086,45.422451407155854
Notre-Dame / McGill,7,-73.5601931065321,45.50002580878596
Métro Honoré-Beaugrand (Sherbrooke / Honoré-Beaugrand),13,-73.53517949581145,45.5967964774917
des Récollets / McGill,8,-73.55900555849075,45.5008764952487
Métro Radisson (Sherbrooke / des Groseilliers),11,-73.53965610265732,45.58917500418707
City Councillors / du President-Kennedy,1,-73.57139065861702,45.50625103256782
William / St-Henri,3,-73.55725407600403,45.49891911390352
Bélanger / St-Denis,14,-73.61199,45.53696
Metcalfe / du Square-Dorchester,2,-73.57110500335693,45.50022226680107
Marché Jean-Talon (Henri-Julien / Jean-Talon),15,-73.6148879583925,45.53678525128436
St-Nicolas / Place d'Youville,5,-73.55515256524086,45.501966859101564
Molson / Beaubien,11,-73.59115451574326,45.54968589617967
d'Orléans / Masson,11,-73.569847,45.557192
Union / Ste-Catherine,2,-73.56970220804214,45.504027213143104
Louis-Hébert / Beaubien,2,-73.592010140419,45.5481863712796
du President-Kennedy / Union,1,-73.57187882065773,45.505102242483595
de Grenoble / de Cassis,12,-73.70492711663245,45.57889719514108
Darling / Sherbrooke,20,-73.55673909187317,45.54545514686953
5e avenue / Masson,13,-73.57513636350632,45.54752382909683
10e avenue / Masson,12,-73.57373356819151,45.55037651450808
St-Alexandre / Ste-Catherine,0,-73.5674786567688,45.50527354034462
Métro Bonaventure (de la Gauchetière / de la Cathédrale),6,-73.56725603342056,45.49831217703312
Grand Boulevard / Sherbrooke,19,-73.62355081379064,45.46670033299904
Langelier / Marie-Victorin,9,-73.6118745803833,45.61451982045293
Benny / Sherbrooke,11,-73.62659722566605,45.4648769981855
Park Row O / Sherbrooke,11,-73.63407254219055,45.46072936353252
Lucien L'Allier / St-Jacques,17,-73.56848180294037,45.493514106710734
Aylmer / Ste-Catherine,3,-73.56894850730896,45.50434678685089
Grand Boulevard / de Terrebonne,15,-73.63165721297264,45.470535000953966
des Jockeys / Décarie,6,-73.65449488162994,45.49404432109336
Lacombe / Victoria,12,-73.62913727760315,45.49048314001669
Parc Georges St-Pierre (Oxford / Upper Lachine),7,-73.60943913459778,45.46887995929811
Métro Côte-Ste-Catherine (Beaucourt / de la Côte-Ste-Catherine),13,-73.633649,45.491513
Marcil / Sherbrooke,1,-73.613924,45.471743
Boyer / Beaubien,13,-73.602026,45.537041
Grey / Sherbrooke,13,-73.60617488622665,45.47629426230192
Boyer / St-Zotique,4,-73.60556,45.53848
Workman / Vinet,7,-73.5750612616539,45.483788863965174
Parc Howard (de l'Épée / de Liège),13,-73.64188581705093,45.53318929909303
Wilderton  / Van Horne,15,-73.6247518658638,45.51014162409143
de Monkland / Girouard,18,-73.6214379966259,45.47710675189806
Métro Villa-Maria (de Monkland / Décarie),23,-73.61959934234618,45.4789683985657
de la Côte St-Antoine / Royal,12,-73.6198702454567,45.468926984877434
Métro Vendôme (de Marlowe / de Maisonneuve),31,-73.60473453998564,45.47393028235147
Marquette / des Carrières,22,-73.58870029449461,45.53879934493943
d'Outremont / Ogilvy,18,-73.62672328948975,45.52687028194893
Parc Loyola (Somerled / Doherty),5,-73.64477455615997,45.45976107571447
Faillon / St-Denis,5,-73.62026989459991,45.539890852781404
de Kent / de la Côte-des-Neiges,9,-73.63305062055588,45.50144933057703
Métro Acadie (de l'Acadie / Beaumont),11,-73.62344294786453,45.52357479400008
des Récollets / Martial,9,-73.64061713218689,45.59089190991344
Earnscliffe / Queen-Mary,9,-73.63037377595901,45.481845071377414
Leman / de Chateaubriand,13,-73.63105237483978,45.54721107501036
Parc des Hirondelles (Fleury / André-Jobin),15,-73.646759390831,45.5762948651025
de Melrose / Sherbrooke,18,-73.61735232174397,45.46991202213883
Métro de Castelnau (de Castelnau / St-Laurent),6,-73.61962348222733,45.53570881624427
Métro Snowdon (de Westbury / Queen-Mary),5,-73.62816195935011,45.48542414888848
Parc Sauvé (Balzac / de Bayonne),9,-73.63610029220581,45.59836857189897
de St-Firmin / Fleury,9,-73.6517858505249,45.570624722078364
Jacques-Casault / Christophe-Colomb,13,-73.630103,45.552123
Marquette / Fleury,12,-73.65378744900227,45.56735205736566
Parc Joseph-Robin (18e avenue / Everett),8,-73.59580412507057,45.56481129244175
Everett / Garnier,7,-73.61220851540565,45.54758153109644
8e avenue / Everett,0,-73.60154539346695,45.55776151418004
Francis / Fleury,16,-73.6555677652359,45.56387237463668
Hamel / Sauvé,17,-73.6505614221096,45.56076192837154
Métro Jarry (Lajeunesse / Jarry),15,-73.62777203321457,45.54355974189168
Boyer / Everett,11,-73.61607524188003,45.54310243053054
Louis-Hébert / Bélanger,7,-73.59916493296623,45.55158518908433
Chambord / Fleury,12,-73.65832507610321,45.55982811984724
de Bordeaux / Jean-Talon,0,-73.60556602478027,45.54975479298636
Louis-Hémon / Jean-Talon,15,-73.60347837231528,45.5517742671765
Rousselot / Jarry,6,-73.62088680267334,45.55081979211847
Péloquin / Fleury,7,-73.6599015713,45.55702223161539
de Normanville / Villeray,9,-73.61815631389618,45.547172039327485
de la Roche / Everett,4,-73.614841,45.544867
du Rosaire / St-Hubert,11,-73.6215104162693,45.54481928225348
Métro Crémazie (Crémazie / Lajeunesse),12,-73.63842844963074,45.54640752148169
2e avenue / Jean-Rivard,12,-73.61656039953232,45.562509038048915
de Chateaubriand / Jarry,13,-73.62665355205536,45.545841561840085
Lajeunesse / Villeray,2,-73.62268656492233,45.54218173507584
Drolet / Jarry,1,-73.62994194030762,45.54195463236575
Lajeunesse / de Liège,11,-73.63490000367165,45.545580534390176
Basile-Routhier / Chabanel,10,-73.64765658974648,45.549868431421636
Émile-Journault / de Chateaubriand,8,-73.64063255488873,45.54983321292286
Ropery / Augustin-Cantin,18,-73.56863468885422,45.48097552629275
Ann / Wellington,14,-73.55676054954529,45.49449368327543
Richardson / Montmorency,13,-73.56032252311707,45.484966061164755
Dubois / Eadie,12,-73.59051011502743,45.45760820718457
Parc Ferland (Belleherbe / Albanel),5,-73.59529852867126,45.59573798024675
Crescent / René-Lévesque,0,-73.57334746981905,45.49600732302391
Parc Henri-Julien (Legendre / Henri-Julien),9,-73.6465984582901,45.5460355901214
6e avenue / Bélanger,5,-73.59615683555603,45.55456382820465
de la Côte St-Antoine / Argyle,11,-73.59572768211365,45.48624101696415
Victoria Hall,9,-73.6003303527832,45.48129146961133
Berri / Rachel,7,-73.57724860310555,45.52275023118295
Augustin-Cantin / Shearer,9,-73.56363236904144,45.48390169543355
Mackay / de Maisonneuve,3,-73.57913017272949,45.49682986230046
St-Mathieu / Sherbrooke,2,-73.58259558677672,45.495789104811756
Guy / Sainte-Catherine,18,-73.57777043248461,45.49497512853125
Notre-Dame-de-Grâce / Westmount,9,-73.61122308304402,45.48046706437983
des Pins / St-Laurent,2,-73.5750961303711,45.51522812881499
Hamilton / Jolicoeur,10,-73.59764268636354,45.45670282849069
Monk / Biencourt,12,-73.59602272510529,45.458663192410306
de Châteauguay / Ropery,19,-73.56629446148872,45.47930107352825
Ryde / Charlevoix,18,-73.5646007,45.4757434
Cypress / Peel,2,-73.57175691987322,45.499330334344556
Parc St-Henri (Laporte / Guay),9,-73.58590811491013,45.48013378575666
Peel / Ottawa,22,-73.55998456478119,45.49419955357054
Shearer / Centre,5,-73.56206325352105,45.4828250990486
Métro Monk (Allard / Beaulieu),3,-73.5939010977745,45.451030919298056
Mackay / Ste-Catherine,1,-73.57696294784546,45.49582294706495
St-Jacques / Guy,9,-73.57010722160338,45.491366875439965
Métro Angrignon (Lamont /  des Trinitaires),6,-73.60229507088661,45.44705915105563
Victoria / de Maisonneuve,15,-73.60016942024231,45.47742856483265
Stanley / René-Lévesque,4,-73.57077571808077,45.49790394592446
Plessis / Ontario,18,-73.56099039316177,45.523594936648244
Canning / Notre-Dame,5,-73.5702332854271,45.486318644010225
St-Antoine / Jean-Paul Riopelle,14,-73.56064036488532,45.502939709023714
Métro Beaubien (de Chateaubriand / Beaubien),5,-73.60363483428955,45.5353599615622
de l'Hôtel-de-Ville / Ste-Catherine,4,-73.56213569641113,45.51166045593874
Parc St-Paul (Le Caron / Marc-Sauvalle),13,-73.58412176370621,45.461741021347436
de Castelnau / Lajeunesse,2,-73.61650675535202,45.54043190217008
de la Côte St-Paul / St-Ambroise,14,-73.59391784324544,45.467665653865964
Fullum / Ste-Catherine,17,-73.54801654815674,45.52711644190572
Bourget / St-Jacques,13,-73.58351558446884,45.48067368593179
Métro Édouard-Montpetit (du Mont-Royal / Vincent-d'Indy),3,-73.6114051938057,45.510200304274754
St-Laurent / Pl. du Marché,2,-73.56241598725319,45.50928960913111
Charles-Daoust / 75e avenue,13,-73.74095320701599,45.54250587659489
Henri-Julien / de Castelnau,15,-73.6182153224945,45.53789110878484
Ste-Émilie / Sir-Georges-Etienne-Cartier,14,-73.5852724313736,45.472781067977614
de Mentana / Laurier,6,-73.58780443668365,45.5305193519952
Stinson / Montpellier,6,-73.6662483215332,45.51962176248447
Métro Sauvé (Berri / Sauvé),13,-73.65636706352234,45.550692068419764
Ste-Catherine / Towers,0,-73.58096480369566,45.49228068089086
St-Cyril / Wiseman,22,-73.61573964357376,45.52085479492202
McLynn / Plamondon,12,-73.6470128595829,45.48911308766352
Parc Champdoré (Champdoré / de Lille),9,-73.63642623429769,45.5692509593831
Ste-Croix / Tassé,4,-73.68516325950623,45.51953948301331
29e avenue / St-Zotique,12,-73.57968807220459,45.56776565172907
Beaubien / 8e avenue,8,-73.58784198760986,45.553456845975276
Harvard / de Monkland,7,-73.62403571605682,45.474565185029945
Hillside / Ste-Catherine,1,-73.59084337949753,45.48282602624293
Guizot / St-Laurent,15,-73.63450437784195,45.53968044327973
De Callières / d'Auvergne,12,-73.6690217256546,45.593421978698636
Melville / de Maisonneuve,1,-73.59537899494171,45.48184019359366
Union / René-Lévesque,1,-73.56658279895781,45.50235036136798
Jeanne-Mance / René-Lévesque,1,-73.5642009973526,45.5063713381299
Bloomfield / Ball,15,-73.6329460144043,45.52995941738481
Laforest / Dudemaine,15,-73.6872661113739,45.539806548176045
Sanguinet / de Maisonneuve,8,-73.56259435415267,45.51340553558378
St-Denis / Ste-Catherine,2,-73.5603104531765,45.51372291221464
Ste-Catherine / Sanguinet,7,-73.56124520301817,45.512936177874096
Notre-Dame-de-Grâce / Décarie,12,-73.61527817789465,45.477384955188235
St-Urbain / de la Gauchetière,3,-73.56139540672302,45.50707812811467
de Maisonneuve / Greene,12,-73.58929306,45.48697062
Drummond / Ste-Catherine,7,-73.57422709465027,45.49863930330429
Mansfield / Cathcart,3,-73.57050284743309,45.500989292488576
Ste-Catherine / Bishop,1,-73.5762146115303,45.49658063218649
Chomedey / de Maisonneuve,16,-73.58394473791122,45.491750449903954
Gilford / des Érables,4,-73.57534691691399,45.53728040418993
Fullum / Terrasse Mercure,11,-73.56593906879425,45.535541603465234
University / Prince-Arthur,11,-73.57864737510681,45.5074794530521
Gare Bois-de-Boulogne,11,-73.67716491222382,45.53972553109637
de Gaspé / Jarry,5,-73.63040059804916,45.540780049797995
Legrand / Cartier,3,-73.70748996734619,45.55233742797057
St-Dominique / Jean-Talon,15,-73.6175217570053,45.53520398241678
Chabot / Villeray,9,-73.61300647258759,45.552289376429215
Ouimet / Goineau,21,-73.68799567222595,45.57504823374693
Guizot / St-Denis,17,-73.63246187567711,45.543423548290185
Egan / Laurendeau,12,-73.58918591405198,45.45290792768395
Métro Plamondon (de Kent / Victoria),8,-73.63871866467889,45.494686752797904
St-Dominique / St-Viateur,14,-73.5982757806778,45.52655700191558
St-Charles / Grant,17,-73.508752,45.539824
Marquette / du Mont-Royal,9,-73.57543140649796,45.53221791147474
St-André / Ste-Catherine,4,-73.55801045894623,45.516297540849614
Métro du Collège (Cartier / Décarie),5,-73.6729645729065,45.50843904979172
Métro Côte-des-Neiges (Jean-Brillant / de la Côte-des-Neiges),13,-73.6222583055769,45.495537539518104
Monsabré / Boileau,14,-73.54152023792267,45.571796348222385
Notre-Dame / Guy,19,-73.56737405061722,45.48984195308291
Chabanel / Tolhurst,13,-73.65347027778625,45.540105018786974
Pratt / Bates,9,-73.62631559371948,45.51694782364431
Métro Georges-Vanier (St-Antoine / Canning),15,-73.57656,45.4891
Fullum / Ontario,14,-73.5548669,45.5303174
Louisbourg / O'Brien,16,-73.70393217686795,45.53039449604383
Métro Cartier,7,-73.68125259876251,45.56007440937141
Métro de la Savane (Décarie / de Sorel),6,-73.66171056035454,45.500251758943925
Alfred Laliberté / de Poutrincourt,11,-73.6945965886116,45.53308032414161
Clark / Fleury,11,-73.66522908210754,45.54758205939525
Métro Montmorency,11,-73.71942043304443,45.55814299291968
Ste-Catherine / St-Mathieu,3,-73.57917845249176,45.49384690142783
Tolhurst / Fleury,11,-73.66735741496086,45.54407915308118
St-Ambroise / Louis-Cyr,9,-73.58094334602356,45.47519326260791
Terminus Le Carrefour (Terry-Fox / Le Carrefour),8,-73.74687284231186,45.56842034638607
Métro Rosemont (de St-Vallier / Rosemont),2,-73.59804779291153,45.531921043052655
Mexico / Valois,15,-73.71925413608551,45.58470514858118
de Hampton / de Monkland,11,-73.6270022392273,45.47117930747152
2e avenue / Centrale,14,-73.59685689210892,45.43289463113104
Laird / Glencoe,4,-73.64230799681536,45.50619158460727
Parc Beaubien Outremont (Stuart / St-Viateur),5,-73.60827505588531,45.515969694922276
Parc St-Claude (8e rue / 7e avenue),10,-73.69167619946893,45.56223427759079
du Souvenir / Chomedey,3,-73.74444007873535,45.55188644388879
Maguire / St-Laurent,9,-73.5958108305931,45.524628485592636
Maisonneuve / Wood,9,-73.58807051185067,45.48819793805841
de la Côte-Ste-Catherine / Decelles,10,-73.62563699483871,45.50094101588506
Métro Jean-Talon (Berri / Jean-Talon),2,-73.6142510175705,45.53900036432657
Métro Sherbrooke (de Rigaud / Berri),2,-73.56800436973572,45.51814312154928
University / des Pins,6,-73.58002064942411,45.50817464963893
Christophe Colomb / Gilford,0,-73.58288526535034,45.52970275925261
Gilford / St-Denis,12,-73.585617095232,45.52500713558964
Notre-Dame / de la Montagne,3,-73.56481790542603,45.49302901258371
Milton / University,6,-73.57640504837036,45.50651983995355
Metcalfe / de Maisonneuve,3,-73.57434511184692,45.501804363327565
Marché Atwater,29,-73.57759863138199,45.48020822800015
Hutchison / Beaubien,8,-73.61296892166138,45.52605851018324
Drolet / Gounod,13,-73.62637460231781,45.54095134225734
de Gaspé / de Liège,20,-73.63634169101715,45.54248521237199
de l'Hotel-de-Ville / Ontario,0,-73.56666326522826,45.51374520222444
de Gaspé / Villeray,7,-73.62390697002411,45.53888723230076
Drummond / de Maisonneuve,2,-73.57602953910826,45.499515390738885
Parc Jean-Drapeau (Chemin Macdonald),14,-73.53200376033783,45.51252079509179
Hôpital Maisonneuve-Rosemont (Rosemont / Chatelain),17,-73.561562,45.575707
Bélanger / St-Laurent,4,-73.61472845077515,45.53313989048685
Marmier / St-Denis,19,-73.59845817089081,45.530757980151904
Robert-Bourassa / St-Maurice,1,-73.56055587530136,45.49837045828952
Métro Charlevoix (Centre / Charlevoix),16,-73.56931865215302,45.4785381897129
Ste-Famille / des Pins,1,-73.57640504837036,45.5125667269925
Parc Baldwin (Fullum / Sherbrooke),22,-73.56265068054199,45.53407048533949
Cartier / Marie-Anne,11,-73.57200437053734,45.53272890731339
Aylwin / Ontario,3,-73.54516267776489,45.544275457326385
Queen / Wellington,0,-73.55534970760345,45.49760527699099
Stationnement incitatif de Montarville (de Montarville),3,-73.44999354332685,45.6011635681891
Quai Yvon-Julien (Marie-Victorin / de Montarville),8,-73.45692034810781,45.606718042243784
Stationnement incitatif de Mortagne (Ampère),4,-73.44312071800232,45.57251733677832
St-Joseph Lachine / 21e avenue,3,-73.68354320526123,45.43352120253739
du Parc / François-Foucault,17,-73.66273999214172,45.605785392139126
90e Avenue / Boulevard Lévesque O,10,-73.74735295772552,45.53121456506295
Métro St-Laurent ( de Maisonneuve / St-Laurent),8,-73.56512099504471,45.51074821798916
de Maisonneuve / Mansfield (nord),4,-73.57333794236183,45.502386079583346
Pierre-de-Coubertin / Aird,5,-73.54830354452133,45.55903106539297
Porte de Québec / St-André,0,-73.55057805776596,45.51329411414168
Laurier / St-Denis,10,-73.58947947621346,45.52714838624861
Frontenac / Ste-Catherine,9,-73.54559183120728,45.53006276144042
Garnier / Villeray,8,-73.61605471489383,45.54948004519436
Belmont / Robert-Bourassa,3,-73.56588006019592,45.50138408104859
Louis-Hémon / Rosemont,7,-73.58810484409332,45.544500877623655
Wellington / Gordon,1,-73.56704950332642,45.46109386344247
Parc des Vétérans (des Vétérans / Broadway),6,-73.50819479674101,45.63147192165401
Parc de l'Hôtel-de-Ville (Ste-Julie / Laurendeau),11,-73.4948467835784,45.630686043767284
Wellington / 3e avenue,8,-73.56757521629333,45.45734622161475
Wellington / Hickson,15,-73.56674909591675,45.46493155172772
Parc de Montréal-Est (Notre-Dame / David),4,-73.50989364087582,45.61316323215739
Centre récréatif Édouard-Rivet (Notre-Dame / Lesage),7,-73.49952153861523,45.62846158049899
Mansfield / Ste-Catherine,3,-73.57165485620499,45.50140664031126
Lanaudière / Jean-Talon,4,-73.61032962799072,45.545350334193245
St-Dominique / de Bellechasse,17,-73.60488876700401,45.52952466565309
du Canal / McLaughlin,7,-73.6694884300232,45.42969214118378
Plessis / Logan,10,-73.55725058932876,45.5218942750191
de Maisonneuve / Mansfield SE,3,-73.5733064264059,45.50229349416256
Parc J.-Arthur-Champagne (de Chambly / du Mont-Royal),10,-73.561916,45.551584
Bloomfield / Bernard,19,-73.60775470733641,45.520338193708305
de Laprairie / Centre,14,-73.56577813625336,45.48059248038378
Clark / de l'Arcade,11,-73.60398352146149,45.527371996141
Parc Lacharité (Latour / Forget),5,-73.62338548639853,45.41773748108526
Sherbrooke / Jeanne-d'Arc,15,-73.55496388156098,45.55398156058887
de la Vérendrye / 75e avenue,9,-73.62966051438889,45.42070552680549
Milton / Clark,0,-73.5709663525995,45.512167777991905
Jogues / Allard,4,-73.60030621290207,45.450020323797766
Stanley / Sherbrooke,1,-73.57720971107483,45.50104945092413
Metcalfe / St-Catherine,4,-73.57245951890945,45.50083231626815
St-Zotique / Clark,7,-73.61270070075989,45.53143760098197
Prince-Arthur / du Parc,13,-73.5755842924118,45.51044465753362
Prince-Arthur / St-Urbain,0,-73.5737282037735,45.51262123436571
Métro Mont-Royal (Berri / Mont-Royal),15,-73.58220934867859,45.52501371261418
de Côme / Jean-Talon,10,-73.57783721439773,45.58830296569168
Boyer / St-Joseph,5,-73.5842552036047,45.52937645940547
Robert-Bourassa / René-Lévesque,1,-73.56825381517409,45.502182909901194
Aylmer / Sherbrooke,20,-73.57282698154448,45.50629456823703
du Parc-La Fontaine / Roy,0,-73.56916093829568,45.5232203879173
Coloniale / Duluth,1,-73.57842743396758,45.51786873150825
Casgrain / Maguire,14,-73.5957657695144,45.52621764749851
Robin / St-André,1,-73.56161856654579,45.51820643310249
Métro Fabre (Garnier / Jean-Talon),14,-73.60858295134676,45.54604633902673
Métro St-Laurent dépôt 2 (de Maisonneuve / St-Laurent),1,-73.56535434722899,45.51070968563815
St-Hubert / Laurier,6,-73.58786880970001,45.52893724049854
Bennett / Ste-Catherine,3,-73.53263273835182,45.55315915057821
Gilford / Papineau,8,-73.57802510261536,45.534609711904416
de Mortagne / de Montarville,8,-73.43605846166611,45.59147977279279
du Fort Saint-Louis / de la Perrière,15,-73.45154017210007,45.613330089384625
de Mortagne / Jean-Neveu,4,-73.44949901103973,45.56923752103412
Métro Papineau (Dorion / De Maisonneuve),8,-73.55236601831166,45.5238445756922
Lamarre / Lavallée,12,-73.48599582910538,45.53374770433337
Parc Laurier (Laurier / Dubuc),15,-73.47374618053436,45.533610547532355
Dollard / Van Horne,17,-73.6161071062088,45.51887607468706
Villeneuve / St-Laurent,0,-73.58956933021545,45.521269382097486
Ste-Catherine / St-Denis,4,-73.56045931577681,45.51380534702895
Villeneuve / du Parc,1,-73.59256982808802,45.51801230878908
Émile-Duployé / Sherbrooke,6,-73.56588721280787,45.5278406266837
Parc Olympique (Pie-IX / Sherbrooke),7,-73.55370283126831,45.554824549823
Crescent / de Maisonneuve N/E,7,-73.57759594917297,45.49812041247333
St-Dominique / du Mont-Royal,3,-73.58582027256489,45.52055948154798
Hôpital Pierre-Boucher (Jacques-Cartier / Bourdon),15,-73.4576690196991,45.536532102952236
de la Montagne / Sherbrooke,8,-73.57938900589943,45.500015468871446
Chambord / St-Joseph,15,-73.58226299285889,45.53206384071709
Parc Plage,2,-73.52748987080304,45.50263299287665
Plymouth / Chem.Eden,7,-73.66047888994217,45.506488823782234
Parc Maisonneuve (Viau / Sherbrooke),11,-73.5555911064148,45.56493679334249
Chambord / Beaubien,2,-73.59936207532883,45.539900246044354
Duke / Nazareth,3,-73.55461344122887,45.49572236030835
Wolfe / de la Gauchetière,1,-73.55291748050148,45.51625372636654
McGill / Wellington,6,-73.55489909648894,45.499447710650415
Masson / Molson,14,-73.57697686180472,45.54434593245247
Parc Molson (d'Iberville / Beaubien),1,-73.59198164194822,45.54902230455398
de Bellechasse / de Lanaudière,7,-73.59521873295307,45.539306918976
Ellendale / de la Côte-des-Neiges,12,-73.62923383712769,45.49966955063677
Lincoln / du Fort,13,-73.58389592183812,45.4930266623113
St-Sylvestre / St-Charles S/E,3,-73.51245582103729,45.53638893500808
Palm / St-Rémi,8,-73.5898107290268,45.47031892425747
Jean-Talon / de l'Épée,14,-73.62406253814697,45.52748661935468
Gare LaSalle (Highlands),4,-73.65713578464238,45.425612687757926
Métro St-Michel (Shaughnessy / St-Michel),2,-73.59948813915253,45.55907613768983
St-Hubert / René-Levesque,4,-73.55648696422577,45.514369201445305
Durocher / Beaumont,10,-73.61919969320297,45.52799772330074
